User ID,User,email,Vet ID,ชื่อ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,แขวง/ตำบล,เขต/อำเภอ,จังหวัด,Address ID,วันที่เปิดทำการ,เวลาเปิดทำการ,เวลาปิดทำการ,ที่อยู่,เบอร์โทรคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,เลขละติจูด-ลองติจูด,Link แชร์โลเคชั่น,Facebook Page ของคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,Line@ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า
84,trio130602084,130602084@supertriodog.com,130602084,โรงพยาบาลสัตว์จามจุรีโฮม,ลาดสวาย,อำเภอลำลูกกา,ปทุมธานี,130602,ทุกวัน,9:00:00 AM,9:00:00 PM,38/26-27 หมู่ที่ 3 ถ.ลำลูกกา,02 533 2546,"(13.9331022, 100.6879762)",บริษัท โรงพยาบาลสัตว์ จามจุรีโฮม จำกัด 02 533 2546 https://maps.app.goo.gl/yw3YmX1ruVz3zDjG7?g_st=ic,https://www.facebook.com/profile.php?id=100054470140410,-
85,trio110308085,110308085@supertriodog.com,110308085,PETClub - Att U Park Bangna,ราชาเทวะ,อำเภอบางพลี,สมุทรปราการ,110308,ทุกวัน,10:00:00 AM,8:30:00 PM,"888/8 หมู่ 1 โครงการ แอท ยู พาร์ค สุวรรณภูมิ อาคารเอช ห้องเลขที่ 101,201",097 005 2128,"(13.6325512, 100.7166923)",PETClub - Att U Park Bangna 097 005 2128 https://maps.app.goo.gl/kXXXZtMXjNV1FEfD7?g_st=ic,https://www.facebook.com/PETClubThailand/,-
86,trio850205086,850205086@supertriodog.com,850205086,PETClub Mega,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,ทุกวัน,10:00:00 AM,8:30:00 PM,"Unit #0902 38, 38/1-3 ทางคู่ขนานถนนบางนา-ตราด",084 387 2669,"(13.6455734, 100.6787837)",PETClub Mega 084 387 2669 https://maps.app.goo.gl/vsfyVDdmxydFj5nf6?g_st=ic,https://m.facebook.com/PETClubThailand/,-
87,trio440311087,440311087@supertriodog.com,440311087,PETClub Seacon Square ศรีนครินทร์,หนองบอน,อำเภอโกสุมพิสัย,มหาสารคาม,440311,ทุกวัน,10:00:00 AM,8:30:00 PM,55 ศูนย์การค้าซีคอนสแควร์ ห้องบี 0044- บี 0047 ถ.ศรีนครินทร์,065 959 5187,"(13.6934463, 100.6485974)",PETClub Seacon Square ศรีนครินทร์ 065 959 5187 https://maps.app.goo.gl/ifYziH7CpFf8XKNa7?g_st=ic,https://m.facebook.com/PETClubThailand/,-
88,trio104301088,104301088@supertriodog.com,104301088,PETClub The Promenade,แขวงคันนายาว,เขตคันนายาว,กรุงเทพมหานคร,104301,ทุกวัน,10:00:00 AM,8:30:00 PM,589/7-9 อาคารศูนย์การค้าเดอะพรอมานาด ชั้นที่ 1 ห้องเลขที่ พี-1054 1055 ถ.รามอินทรา,082 210 5255,"(13.8265886, 100.6775291)",PETClub The Promenade 082 210 5255 https://maps.app.goo.gl/98BiMuNjQ4UUqqUS7?g_st=ic,https://m.facebook.com/PETClubThailand/,-
89,trio802303089,802303089@supertriodog.com,802303089,PETClub สาขาพัฒนาการ,สวนหลวง,อำเภอเฉลิมพระเกียรติ,นครศรีธรรมราช,802303,ทุกวัน,10:00:00 AM,8:00:00 PM,1144/2-3 หมู่บ้านปัญญา (ริมถนนหน้าซอยพัฒนาการ 30),091 414 9080,"(13.7364058, 100.6194375)",PETClub สาขาพัฒนการ 091 414 9080 https://maps.app.goo.gl/89nJadR2d7wx5pE5A?g_st=ic,https://www.facebook.com/PETClubThailand/,-
90,trio104503090,104503090@supertriodog.com,104503090,PETClub ladprao,แขวงคลองเจ้าคุณสิงห์,เขตวังทองหลาง,กรุงเทพมหานคร,104503,ทุกวัน,10:00:00 AM,8:30:00 PM,779 ลาดพร้าว 101,02 736 8848,"(13.7879660, 100.6279327)",เพ็ทคลับ สาขาลาดพร้าว 101 086 413 9628 https://maps.app.goo.gl/8jGszN8UbR1Zhz5r6?g_st=ic,https://www.facebook.com/PETClubThailand/,-
91,trio240305091,240305091@supertriodog.com,240305091,บ้านดินรักษาสัตว์,บึงน้ำรักษ์,อำเภอบางน้ำเปรี้ยว,ฉะเชิงเทรา,240305,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",10:00:00 AM,6:00:00 PM,39/1 ม.1,993424599,0,https://bandin.vet/,บ้านดิน,993424599
92,trio430117092,430117092@supertriodog.com,430117092,ไก่ไข่การเกษตร,ปะโค,อำเภอเมืองหนองคาย,หนองคาย,430117,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",7:30:00 AM,6:00:00 PM,172 หมู่6,091-0198535,"17.8832703,102.7434844",ไก่ไข่การเกษตร 091 019 8535 https://maps.app.goo.gl/JQXxZci5Japn7nfMA,ไก่ไข่การเกษตรหนองคาย,
93,trio330301093,330301093@supertriodog.com,330301093,คลินิก ณ กันทรารมย์รักษาสัตว์,ดูน,อำเภอกันทรารมย์,ศรีสะเกษ,330301,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",8:30:00 AM,7:00:00 PM,74/12 ม13,640925664,-,-,ณ กันทรารมย์รักษาสัตว์,640925664
94,trio410101094,410101094@supertriodog.com,410101094,โรงพยาบาลสัตว์เวชพงษ์,หมากแข้ง,อำเภอเมืองอุดรธานี,อุดรธานี,410101,ทุกวัน,9:00:00 AM,8:00:00 PM,124/13-14 ถนนศรีสุข,042-327102,"(17.4098950, 102.7775976)",โรงพยาบาลสัตว์เวชพงษ์ https://maps.app.goo.gl/VRW6XfUq6BZNAx6i9?g_st=ic,โรงพยาบาลสัตว์เวชพงษ์,
95,trio490101095,490101095@supertriodog.com,490101095,โรงพยาบาลสัตวืมุกดาหาร,มุกดาหาร,อำเภอเมืองมุกดาหาร,มุกดาหาร,490101,ทุกวัน,8:30:00 AM,7:30:00 PM,45/1 ถ.พิทักษ์พนมเขต,897126689,"16.54062083378894,104.72528891979832",GPRG+63H อำเภอเมืองมุกดาหาร มุกดาหาร 49000,https://www.facebook.com/mukdahanpet,@xrz4907m
96,trio410101096,410101096@supertriodog.com,410101096,พี.เอ็น.เทรดดิ้งเพ็ทช็อปอุดร,หมากแข้ง,อำเภอเมืองอุดรธานี,อุดรธานี,410101,ทุกวัน,8:30:00 AM,7:00:00 PM,150/3-4 ถ.แจ่มนุสรณ์,42240043,"(17.4103887, 102.7973647)",พีเอ็น.เทรดดิ้งเพ็ทช็อป(หจก.พี.เอ็น.เทรดดิ้งการเกษตร) 042 240 043 https://maps.app.goo.gl/K7k7zZSDoc393FCz9?g_st=ic,พี.เอ็น.เทรดดิ้งเพ็ทช็อปอุดรธานี,
97,trio800101097,800101097@supertriodog.com,800101097,หจก. ชาติชายฟาร์ม,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,6:30:00 PM,218/18-20 ถ.เทศบาล 3,818779300,"14.8916736,103.4897547",https://maps.app.goo.gl/6Xp8bsk79eXRSFxQA?g_st=ic,https://www.facebook.com/chatchaifarmltd?mibextid=LQQJ4d,
98,trio800101098,800101098@supertriodog.com,800101098,ร้านปศุสัตว์นครพนม,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์",8:30:00 AM,4:30:00 PM,ถนนกลางเมือง,917233377,17.4116519 104.7777441,สำนักงานปศุสัตว์จังหวัดนครพนม https://maps.app.goo.gl/TckHMFMBJyYYYEHe8?g_st=il,,885361082
99,trio800101099,800101099@supertriodog.com,800101099,ญาญ่ารักษาสัตว์,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,1129/5 เยื้องปั๊มเชลล์ ถ.ประจักษ์,889781949,"17.8799308, 102.7431241",https://goo.gl/maps/iusvARhWFUHVKTwQ6,ญาญ่ารักษาสัตว์,Inbox page
100,trio450103100,450103100@supertriodog.com,450103100,เพ็ทคอมเพล็กซ์ สาขาร้อยเอ็ด,เหนือเมือง,อำเภอเมืองร้อยเอ็ด,ร้อยเอ็ด,450103,ทุกวัน,8:30:00 AM,7:30:00 PM,5 หมู่ 14,926095804,3M67+XRH ตำบลเหนือเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000,เพ็ทคอมเพล็กซ์ สาขาร้อยเอ็ด (Pet complex) 092 609 5804 https://maps.app.goo.gl/tMmBBLr6JEFFurqn9?g_st=ic,Pet Complex Roiet เพ็ทคอมเพล็กซ์ ร้อยเอ็ด,petcomplex101
101,trio800101101,800101101@supertriodog.com,800101101,คลินิกเมตตารักษา(หมอโต้ง),ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,9:00:00 AM,7:00:00 PM,"1,3,5,7 ซ.ตาดอก ถนนหลักเมือง",096-789-2535,"(14.8856050, 103.4887722)",VFPQ+6F7 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์,,
102,trio800101102,800101102@supertriodog.com,800101102,ด็อกพิช,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,8:30:00 AM,8:00:00 PM,39/1-2 ถ.รมย์บุรี,859993181,"15°00'02.3""N 103°06'26.4""E",https://goo.gl/maps/7XatCQoVnSs32ufq9,ด็อกพิชเพ็ทช้อปแอนด์คลินิก,rochavet
103,trio330509103,330509103@supertriodog.com,330509103,คลินิกขุขันธ์เพ็ทแคร์,ห้วยเหนือ,อำเภอขุขันธ์,ศรีสะเกษ,330509,ทุกวัน,8:00:00 AM,6:00:00 PM,31/8 หมู่ที่ 4,886596546,"(14.7157110, 104.2043121)",คลินิกขุขันธ์เพ็ทแคร์ 088 659 6546 https://maps.app.goo.gl/84zZUWoLhSPtqsyq8?g_st=ic,คลินิกขุขันธ์เพ็ทแคร์ ศรีสะเกษ,https://lin.ee/U88JEv8
104,trio100601104,100601104@supertriodog.com,100601104,บ้านหมอปัทม์,แขวงคลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,100601,ทุกวัน,9:00:00 AM,8:30:00 PM,714 ซ.นวมินทร์14 ถ.อาคารสงเคราะห์3,968085595,http://goo.gl/maps/Qiu7MSp4CxUoSyPW7,http://goo.gl/maps/Qiu7MSp4CxUoSyPW7,บ้านหมอปัทม์เพ็ทช็อป,drpat
105,trio130302105,130302105@supertriodog.com,130302105,ศูนย์​สุขภาพ​สัตว์​รังสิต​สาขา​​ธัญ​บุรี​คลอง3,บึงยี่โถ,อำเภอธัญบุรี,ปทุมธานี,130302,ทุกวัน,10:00:00 AM,9:00:00 PM,888/1​ม.1,990555108,"13.9896640, 100.6671268",ศูนย์สุขภาพสัตว์รังสิต 099 055 5108 https://maps.app.goo.gl/m6qNrdTyF4LCe5UA9,ศูนย์​สุขภาพ​สัตว์​รังสิต​สาขา​ธัญ​บุรี​คลอง​สาม,@403nvnve
106,trio450602106,450602106@supertriodog.com,450602106,คลินิกรัสัตว์หมอเจี๊ยบ,แสนสุข,อำเภอพนมไพร,ร้อยเอ็ด,450602,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,6:00:00 PM,216 ถนนสถลมาร์ค,065-329-2691,"15.18008° N, 104.87035° E","https://maps.apple.com/?ll=15.180080,104.870351&q=%E0%B8%AB%E0%B8%A1%E0%B8%B8%E0%B8%94%E0%B8%9B%E0%B8%B1%E0%B8%81&t=m",,
107,trio430102107,430102107@supertriodog.com,430102107,คลินิกบ้านหมอใจดี,มีชัย,อำเภอเมืองหนองคาย,หนองคาย,430102,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,7:00:00 PM,176/1,895691032,"17.8738614, 102.7336743",ปักหมุด https://maps.app.goo.gl/twqUWfcPi5RQMmcF8,,
108,trio141106108,141106108@supertriodog.com,141106108,คลินิกพีพีบี เพ็ทแคร์,พยอม,อำเภอวังน้อย,พระนครศรีอยุธยา,141106,ทุกวัน,9:00:00 AM,8:00:00 PM,240/2 หมู่4 หมู่บ้านราชพฤกษ์1 ประตูน้ำพระอินทร์,864549340,-,คลินิก พีพีบี เพ็ทแคร์ 064 927 3427 https://maps.app.goo.gl/gsFEkSfp2nPVenWD8?g_st=il,,649273426
109,trio411901109,411901109@supertriodog.com,411901109,คลินิกเพ็ญสัตวแพทย์,เพ็ญ,อำเภอเพ็ญ,อุดรธานี,411901,ทุกวัน,10:00:00 AM,8:00:00 PM,4031,88573133,"17.6966478, 102.9105553",ปักหมุด https://maps.app.goo.gl/GMMW2VwUg7VC2LDV9,,
110,trio570701110,570701110@supertriodog.com,570701110,แม่จันสัตวแพทย์,แม่จัน,อำเภอแม่จัน,เชียงราย,570701,ทุกวัน,9:00:00 AM,7:00:00 PM,25/2 หมู่ 2,954502491,"(20.1425847, 99.8536661)",แม่จันสัตวแพทย์ 095 450 2491 https://maps.app.goo.gl/9guieKUn1gxDenMJ9?g_st=ic,https://m.facebook.com/mae.chan.vet/,
111,trio570104111,570104111@supertriodog.com,570104111,คลินิกรักษาสัตว์มาตะสัตวแพทย์,นางแล,อำเภอเมืองเชียงราย,เชียงราย,570104,ทุกวัน,9:00:00 AM,7:00:00 PM,150/8 หมู่ 12,990055551,"(20.0286371, 99.8748257)",คลินิกรักษาสัตว์มาตะสัตวแพทย์ 099 005 5551 https://maps.app.goo.gl/SjuSe5dv1k4TAd2a8?g_st=ic,,
112,trio550101112,550101112@supertriodog.com,550101112,โรงพยาบาลน่านรักษ์สัตว์,ในเวียง,อำเภอเมืองน่าน,น่าน,550101,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,8:00:00 PM,47/7,54050096,"(18.7882644, 100.7771530)",โรงพยาบาลน่านรักษ์สัตว์ 054 050 096 https://maps.app.goo.gl/pyM52A6BRar4ua3h8?g_st=ic,,
113,trio500114113,500114113@supertriodog.com,500114113,บ้านหมอรักสัตว์ (ร.พ.บ้านหมอรักสัตว์),ฟ้าฮ่าม,อำเภอเมืองเชียงใหม่,เชียงใหม่,500114,ทุกวัน,9:00:00 AM,7:00:00 PM,14/1 หมู่ 5,896721421,"(18.8172523, 99.0117908)",ร.พ.บ้านหมอรักสัตว์ 053 244 296 https://maps.app.goo.gl/nxZviFxUZf6bnaZh6?g_st=ic,,
114,trio550108114,550108114@supertriodog.com,550108114,โรงพยาบาลสัตว์น่านน้ำทอง,ดู่ใต้,อำเภอเมืองน่าน,น่าน,550108,ทุกวัน,8:30:00 AM,8:00:00 PM,300/128-130,661536996,"(18.7757281, 100.7612194)",โรงพยาบาลสัตว์น่านน้ำทอง รักษาสัตว์ น่าน 066 153 6996 https://maps.app.goo.gl/Dr1AVPRm6VJVZzSE8?g_st=ic,,
115,trio520601115,520601115@supertriodog.com,520601115,คลินิกแจ้ห่มรักษ์สัตว์,แจ้ห่ม,อำเภอแจ้ห่ม,ลำปาง,520601,ทุกวัน,9:00:00 AM,7:00:00 PM,301/2,654286845,"(18.7309362, 99.5824696)",คลินิกแจ้ห่มรักษ์สัตว์ https://maps.app.goo.gl/vFgEJYdZULKJrRZY7?g_st=ic,https://www.facebook.com/profile.php?id=100057487867719&mibextid=LQQJ4d,
116,trio500106116,500106116@supertriodog.com,500106116,คลินิกบ้านรักษ์สัตว์ สันป่าข่อย,วัดเกต,อำเภอเมืองเชียงใหม่,เชียงใหม่,500106,ทุกวัน,9:00:00 AM,8:00:00 PM,2/3 ถนนท่าสะต๋อย,869591269,"(18.7855454, 99.0076910)",คลินิกบ้านรักษ์สัตว์ สันป่าข่อย San Pa Khoi Pet Clinic 086 959 1269 https://maps.app.goo.gl/Rcg3uXeuuqFNPmJ6A?g_st=ic,https://www.facebook.com/Sanpakhoipetclinic?mibextid=LQQJ4d,
117,trio570511117,570511117@supertriodog.com,570511117,โรงพยาบาลสัตว์เชียงใหม่,สันกลาง,อำเภอพาน,เชียงราย,570511,ทุกวัน,8:00:00 AM,9:00:00 PM,29/5-6 หมู่ 6,989319088,"(18.7543031, 99.0550515)",Chiangmai Animal Hospital 053 128 050 https://maps.app.goo.gl/fxemgSWkwmFvzfNQ8?g_st=ic,https://www.facebook.com/CMAH2015?mibextid=LQQJ4d,
118,trio570102118,570102118@supertriodog.com,570102118,รักษาสัตว์บ้านพักสัตวแพทย์ราชโยธา,รอบเวียง,อำเภอเมืองเชียงราย,เชียงราย,570102,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,6:00:00 PM,88/5 ถนนราชโยธา,53715157,"(19.9074777, 99.8234001)",รักษาสัตว์บ้านพักสัตวแพทย์ราชโยธา 053 715 157 https://maps.app.goo.gl/dee66iCkH69gpLsL6?g_st=ic,,
119,trio321001119,321001119@supertriodog.com,321001119,เกษมสุขสัตวแพทย์,สังขะ,อำเภอสังขะ,สุรินทร์,321001,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,7:00:00 PM,783,637548636,"14.6445352, 103.8476903",ปักหมุด https://maps.app.goo.gl/pVJi7JeQDy4GpGyA8,,
120,trio800101120,800101120@supertriodog.com,800101120,Pet complex อุบลราชธานี,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,8:30:00 AM,7:00:00 PM,ตรงข้าม รร อัสสัมชัญ,989426863,"15.254802898279234, 104.84795640372","15°15'17.3""N 104°50'52.6""E https://goo.gl/maps/LQSPku7TdiyTdMuZA",,
121,trio330116121,330116121@supertriodog.com,330116121,โรงพยาบาลสัตว์เพ็ทคอมเพล็กซ์ ศรีสะเกษ,หญ้าปล้อง,อำเภอเมืองศรีสะเกษ,ศรีสะเกษ,330116,ทุกวัน,9:00:00 AM,7:00:00 PM,ถ.ศรีสะเกษอุทุมพร,947820789,"15.2548029, 104.8479564","15°15'17.3""N 104°50'52.6""E https://goo.gl/maps/MfwTkkFno4Xueev69",,
122,trio800101122,800101122@supertriodog.com,800101122,โรงพยาบาลสัตว์มาโครเพ็ท,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,9:00:00 AM,7:00:00 PM,11/7,947820789,"15.2689050, 104.8355257",ปักหมุด https://maps.app.goo.gl/RFe1vn9dQt1mm7Wp7,,
123,trio800101123,800101123@supertriodog.com,800101123,โรงพยาบาลสัตว์เล็ก 101,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,8:00:00 AM,8:00:00 PM,วงเวียนห้าแยกสายน้ำผึ้ง,885717889,"16.0574724, 103.6458772",ปักหมุด https://maps.app.goo.gl/kA7dp7ZeSTZNatDy9,,
124,trio800101124,800101124@supertriodog.com,800101124,โรงพยาบาลสัตว์ใบเตยเพ็ทแคร์,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,8:30:00 AM,8:00:00 PM,21/97-98,834656667,"14.8712536, 103.5091190",ปักหมุด https://maps.app.goo.gl/iBDEsD2KxkqZvX2n7,,
125,trio410101125,410101125@supertriodog.com,410101125,หจก.พีเอ็น เทรดดิ้ง,หมากแข้ง,อำเภอเมืองอุดรธานี,อุดรธานี,410101,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,7:00:00 PM,150/3 ถ.แจ่มนุสรณ์,042 240 043,"17.4104180, 102.7973738",ปักหมุด https://maps.app.goo.gl/koaaMtQ4DuBQ6F6fA,,
126,trio210601126,210601126@supertriodog.com,210601126,ปัญญาสร้างรักษาสัตว์,ปลวกแดง,อำเภอปลวกแดง,ระยอง,210601,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:30:00 AM,8:00:00 PM,287 ม.1 ถ.เทศบาลพัฒนา,994342566,"12.978592612813626, 101.21217240942819",https://goo.gl/maps/1PSKvnpJmzZ8m2K37,คลินิกปัญญาสร้างรักษาสัตว์,@307hitmy
127,trio200502127,200502127@supertriodog.com,200502127,เกษมสุขรักษาสัตว์,หนองตำลึง,อำเภอพานทอง,ชลบุรี,200502,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,116/19-20 ม.1 ถ.ศุขประยูร,875625753,13.412291.101.057591,13.412291.101.057591,ไม่มี,เกษมสุขรักษาสัตว์
128,trio210109128,210109128@supertriodog.com,210109128,Dogclub Clinic,เนินพระ,อำเภอเมืองระยอง,ระยอง,210109,ทุกวัน,9:00:00 AM,7:00:00 PM,338/5 ถ.สุขุมวิท,38611829,"12.682701, 101.265496","https://www.google.com/maps/place/Dogclub/@12.6826494,101.2653071,21z/data=!4m6!3m5!1s0x3102fc6da1658ed1:0x400b2cf65c710d15!8m2!3d12.6826268!4d101.2655549!16s%2Fg%2F11cnbwxhz7",Dogclub Petshop & Clinic Rayong อาหารสัตว์ อุปกรณ์สัตว์เลี้ยง รักษาสัตว์,@Dogclub Clinic
129,trio710205129,710205129@supertriodog.com,710205129,ตราดสัตวแพทย์,วังกระแจะ,อำเภอไทรโยค,กาญจนบุรี,710205,ทุกวัน,7:30:00 AM,8:00:00 PM,123 ถนนวิวัฒนะ,954974077,"12.2468446, 102.5114171",ตราดสัตวแพทย์ 095 497 4077 https://maps.app.goo.gl/SAJijRT9JygLhzgc7,,954974077
130,trio110601130,110601130@supertriodog.com,110601130,คลินิกหมอตั๊กรักษาสัตว์,บางเสาธง,อำเภอบางเสาธง,สมุทรปราการ,110601,ทุกวัน,9:00:00 AM,8:00:00 PM,888/16 ม.7,659852496,0,คลินิกหมอตั๊กรักษาสัตว์ 065 985 2496 https://maps.app.goo.gl/2JYkqz6AdSC7Zwsp9?g_st=ic,คลินิกหมอตั๊กรักษาสัตว์,659852496
131,trio760709131,760709131@supertriodog.com,760709131,Cafina Pet wellness center,ท่าแร้ง,อำเภอบ้านแหลม,เพชรบุรี,760709,ทุกวัน,9:00:00 AM,7:00:00 PM,21 ชั้น 1-1A ถนนวัชรพล,956868925,ประเทศไทย,https://www.google.com/search?q=cafina+pet+wellness&client=safari&channel=ipad_bm&source=hp&ei=X7caZJ2bMpSI-Aa60YnwBA&gs_ssp=eJzj4tVP1zc0LDY1tSxKSTc2YLRSNagwNjRMMTM2M0hONDIzMTVIsjKosLQ0N082TUk2NrQwNjMxTvMSTk5My8xLVChILVEoT83JyUstLgYA8fcVlA&oq=cafina+pet&gs_lcp=ChFtb2JpbGUtZ3dzLXdpei1ocBABGAAyCwguEK8BEMcBEIAEMgYIABAWEB4yBQgAEIYDMgUIABCGAzIFCAAQhgMyBQgAEIYDMgUIIRCgAToCCCk6DggAEI8BEOoCEIwDEOUCOg4ILhCPARDqAhCMAxDlAjoLCAAQgAQQsQMQgwE6CwguELEDEMcBEK8BOhEILhCABBCxAxCDARDHARDRAzoICAAQsQMQgwE6BAgAEAM6CwguEIAEEMcBENEDOgUIABCxAzoOCC4QgAQQsQMQgwEQ1AI6BQgAEIAEOgsIABCABBCxAxDJAzoICAAQgAQQkgM6BQgAEJIDOg4ILhCABBCxAxDHARCvAToLCC4QgAQQxwEQrwE6DQgAEIAEELEDEIMBEAo6BwgAEIAEEApQgg1Y3CJgvyloAXAAeACAAeYBiAGFDZIBBTAuOS4xmAEAoAEBsAEN&sclient=mobile-gws-wiz-hp#,Cafina pet wellness center,@705frowc
132,trio830201132,830201132@supertriodog.com,830201132,โรงพยาบาลสัตว์กะทู้,กะทู้,อำเภอกะทู้,ภูเก็ต,830201,ทุกวัน,9:00:00 AM,7:00:00 PM,15/28,076 319 526,"7.899431957831708, 98.35161514014523",https://goo.gl/maps/mqYkr9RuEW8nqGcd7,https://www.facebook.com/Kathuanimalhospital,
133,trio800101133,800101133@supertriodog.com,800101133,คลินิกหมอรักษ์สัตว์,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",12:30:00 AM,9:00:00 PM,ข้างเลิศรสไข่กระทพ,894175139,"17.1643269, 104.1483930",ปักหมุด https://maps.app.goo.gl/dsgXKNrxZZQF3Smt5,,
134,trio104501134,104501134@supertriodog.com,104501134,เพ็ทแอทโฮมรักษาสัตว์,แขวงวังทองหลาง,เขตวังทองหลาง,กรุงเทพมหานคร,104501,ทุกวัน,10:00:00 AM,8:00:00 PM,1518 ถนนลาดพร้าว,29339663,"(13.7964996, 100.5904813)",เพ็ทแอทโฮม รักษาสัตว์ 02 933 9663 https://maps.app.goo.gl/sFJyFwVVYQft8BWP8?g_st=ic,เพ็ทแอทโฮมรักษาสัตว์,
135,trio104202135,104202135@supertriodog.com,104202135,โรงพยาบาลสัตว์สายไหม,แขวงออเงิน,เขตสายไหม,กรุงเทพมหานคร,104202,ทุกวัน,8:00:00 AM,8:00:00 PM,42/4 สุขาภิบาล 5-86,854848999,WM7J+P48,https://maps.app.goo.gl/NpTfMxE9aJ9BywqT8,โรงพยาบาลสัตว์สายไหม,@saimaipet_hospital
136,trio830104136,830104136@supertriodog.com,830104136,โรงพยาบาลสัตว์รัษฎา,รัษฎา,อำเภอเมืองภูเก็ต,ภูเก็ต,830104,ทุกวัน,8:30:00 AM,8:00:00 PM,"66, 62-64 ม.2 ถ. เทพกระษัตรี",615636497,"7.92254159829301, 98.39650100011572",https://goo.gl/maps/ubWtFhHdJjyyLGvG7,https://www.facebook.com/RatsadaPetHospital/about,
137,trio103801137,103801137@supertriodog.com,103801137,รวมโชคสัตวแพทย์,แขวงลาดพร้าว,เขตลาดพร้าว,กรุงเทพมหานคร,103801,ทุกวัน,9:30:00 AM,8:30:00 PM,118 หมู่บ้านรวมโชค ซ.โชคชัย4(54) ถ.โชคชัย4,"025394317 , 0625635366","13.8158625, 100.5997014",https://maps.app.goo.gl/4LkxjudVM1GczUh17?g_st=ic,-,-
139,trio800902139,800902139@supertriodog.com,800902139,ทุ่งสงโภคภัณฑ์,ชะมาย,อำเภอทุ่งสง,นครศรีธรรมราช,800902,ทุกวัน,8:00:00 AM,6:00:00 PM,"209,209/1",092-8914628,"8.163860348009472, 99.67222006375886",https://goo.gl/maps/jasLWAjJWiBYmJgj6,ไม่มีค่ะ,
140,trio800101140,800101140@supertriodog.com,800101140,NPSC ศูนย์รักษาโรคผิวหนังสัตว์เลี้ยงหมอหนึ่ง,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",9:00:00 AM,7:00:00 PM,89/21 ถ.ราชดำเนิน 80/1,061 259 9451,"8.384824734658354, 99.9713771559412",https://goo.gl/maps/YnMrindrA61TjaG57,https://www.facebook.com/DrNeungNPSC,
